datetime,date,time,archivo_origen,luft_temperatur_c,luft_feuchte_percent,wind_geschwindigkeit_m_s,wind_richtung,wind_geschwindigkeit_standardabweichung_m_s,wind_richtung_standardabweichung,umwelt_blatt_feuchte_percent,niederschlag_nebelwasser_mm,niederschlag_nebelwasser_ml
2025-02-14T22:30:00Z,14.02.25,22:30:00,OYA_1128 02_2025.xlsx,18.2,77.4,3.58,221,0.534,9.46,0.809,NA,0
2025-02-14T22:40:00Z,14.02.25,22:40:00,OYA_1128 02_2025.xlsx,18.2,77.8,3.39,228,0.465,11.4,0.867,NA,0
2025-02-14T22:50:00Z,14.02.25,22:50:00,OYA_1128 02_2025.xlsx,18.3,77.3,3.62,228,0.403,8.52,0.901,NA,0
2025-02-14T23:00:00Z,14.02.25,23:00:00,OYA_1128 02_2025.xlsx,18.5,76.3,3.54,226,0.471,9.85,0.924,NA,0
2025-02-14T23:10:00Z,14.02.25,23:10:00,OYA_1128 02_2025.xlsx,18.3,77.3,3.51,228,0.495,10,0.959,NA,0
2025-02-14T23:20:00Z,14.02.25,23:20:00,OYA_1128 02_2025.xlsx,18.2,77.7,3.62,227,0.377,7.71,1,NA,0
2025-02-14T23:30:00Z,14.02.25,23:30:00,OYA_1128 02_2025.xlsx,18.1,78.7,3.38,228,0.391,9.51,1.06,NA,0
2025-02-14T23:40:00Z,14.02.25,23:40:00,OYA_1128 02_2025.xlsx,18.1,79,3.49,224,0.387,7.33,1.11,NA,0
2025-02-14T23:50:00Z,14.02.25,23:50:00,OYA_1128 02_2025.xlsx,18.1,79.8,3.37,224,0.442,10.1,1.17,NA,0
2025-02-15T00:00:00Z,15.02.25,00:00:00,OYA_1128 02_2025.xlsx,18.1,79.9,3.16,228,0.313,10.9,1.22,NA,0
2025-02-15T00:10:00Z,15.02.25,00:10:00,OYA_1128 02_2025.xlsx,18,79.9,2.84,231,0.352,9.49,1.26,NA,0
2025-02-15T00:20:00Z,15.02.25,00:20:00,OYA_1128 02_2025.xlsx,17.9,80.6,2.64,233,0.366,9.95,1.31,NA,0
2025-02-15T00:30:00Z,15.02.25,00:30:00,OYA_1128 02_2025.xlsx,17.9,80.8,2.22,222,0.299,9.43,1.35,NA,0
2025-02-15T00:40:00Z,15.02.25,00:40:00,OYA_1128 02_2025.xlsx,17.9,80.7,1.84,234,0.358,13.4,1.39,NA,0
2025-02-15T00:50:00Z,15.02.25,00:50:00,OYA_1128 02_2025.xlsx,17.8,80.8,1.69,227,0.317,16.6,1.41,NA,0
2025-02-15T01:00:00Z,15.02.25,01:00:00,OYA_1128 02_2025.xlsx,17.8,80.9,1.42,192,0.35,15.7,1.44,NA,0
2025-02-15T01:10:00Z,15.02.25,01:10:00,OYA_1128 02_2025.xlsx,17.8,81.1,0.775,154,0.237,20.9,1.48,NA,0
2025-02-15T01:20:00Z,15.02.25,01:20:00,OYA_1128 02_2025.xlsx,17.8,80.8,0.892,218,0.258,17.6,1.49,NA,0
2025-02-15T01:30:00Z,15.02.25,01:30:00,OYA_1128 02_2025.xlsx,17.9,80.2,1.07,222,0.204,11.2,1.5,NA,0
2025-02-15T01:40:00Z,15.02.25,01:40:00,OYA_1128 02_2025.xlsx,18,79.1,1.13,192,0.255,17,1.47,NA,0
2025-02-15T01:50:00Z,15.02.25,01:50:00,OYA_1128 02_2025.xlsx,18.1,77,1.26,217,0.202,15.3,1.41,NA,0
2025-02-15T02:00:00Z,15.02.25,02:00:00,OYA_1128 02_2025.xlsx,18.2,75.5,1.31,188,0.253,14.6,1.36,NA,0
2025-02-15T02:10:00Z,15.02.25,02:10:00,OYA_1128 02_2025.xlsx,18.3,74.3,1.35,198,0.217,15.6,1.31,NA,0
2025-02-15T02:20:00Z,15.02.25,02:20:00,OYA_1128 02_2025.xlsx,18.3,74.1,1.24,203,0.276,13.6,1.28,NA,0
2025-02-15T02:30:00Z,15.02.25,02:30:00,OYA_1128 02_2025.xlsx,18.4,74,1.27,203,0.193,11.3,1.27,NA,0
2025-02-15T02:40:00Z,15.02.25,02:40:00,OYA_1128 02_2025.xlsx,18.4,73.9,1.13,182,0.349,15.6,1.27,NA,0
2025-02-15T02:50:00Z,15.02.25,02:50:00,OYA_1128 02_2025.xlsx,18.4,73.1,1.58,194,0.27,15.8,1.25,NA,0
2025-02-15T03:00:00Z,15.02.25,03:00:00,OYA_1128 02_2025.xlsx,18.5,72.7,1.25,207,0.334,11.3,1.24,NA,0
2025-02-15T03:10:00Z,15.02.25,03:10:00,OYA_1128 02_2025.xlsx,18.5,72.3,0.573,217,0.259,28.7,1.24,NA,0
2025-02-15T03:20:00Z,15.02.25,03:20:00,OYA_1128 02_2025.xlsx,18.6,71.6,0.4,343,0.077,71.6,1.23,NA,0
2025-02-15T03:30:00Z,15.02.25,03:30:00,OYA_1128 02_2025.xlsx,18.6,70.3,0.367,160,0.079,59.1,1.22,NA,0
2025-02-15T03:40:00Z,15.02.25,03:40:00,OYA_1128 02_2025.xlsx,18.6,68.5,0.429,200,0.108,56,1.18,NA,0
2025-02-15T03:50:00Z,15.02.25,03:50:00,OYA_1128 02_2025.xlsx,18.8,66,0.916,129,0.299,19.9,1.12,NA,0
2025-02-15T04:00:00Z,15.02.25,04:00:00,OYA_1128 02_2025.xlsx,19,65.1,0.637,336,0.178,16.6,1.07,NA,0
2025-02-15T04:10:00Z,15.02.25,04:10:00,OYA_1128 02_2025.xlsx,19,65.3,0.586,20.6,0.27,19.7,1.06,NA,0
2025-02-15T04:20:00Z,15.02.25,04:20:00,OYA_1128 02_2025.xlsx,19,65.2,1.16,10.4,0.151,14,1.04,NA,0
2025-02-15T04:30:00Z,15.02.25,04:30:00,OYA_1128 02_2025.xlsx,19,65,1.2,29.2,0.175,9.47,1.02,NA,0
2025-02-15T04:40:00Z,15.02.25,04:40:00,OYA_1128 02_2025.xlsx,19,65.5,0.83,360,0.163,25.9,1.02,NA,0
2025-02-15T04:50:00Z,15.02.25,04:50:00,OYA_1128 02_2025.xlsx,19,66.1,0.905,23.4,0.218,28.8,1.02,NA,0
2025-02-15T05:00:00Z,15.02.25,05:00:00,OYA_1128 02_2025.xlsx,18.9,67.4,0.757,45.9,0.156,14.4,1.05,NA,0
2025-02-15T05:10:00Z,15.02.25,05:10:00,OYA_1128 02_2025.xlsx,18.9,69.2,1.44,11.8,0.285,9.66,1.09,NA,0
2025-02-15T05:20:00Z,15.02.25,05:20:00,OYA_1128 02_2025.xlsx,18.9,69.9,1.33,360,0.352,12,1.11,NA,0
2025-02-15T05:30:00Z,15.02.25,05:30:00,OYA_1128 02_2025.xlsx,18.9,69.8,1.17,299,0.279,24.1,1.12,NA,0
2025-02-15T05:40:00Z,15.02.25,05:40:00,OYA_1128 02_2025.xlsx,18.7,71,0.946,283,0.319,13,1.14,NA,0
2025-02-15T05:50:00Z,15.02.25,05:50:00,OYA_1128 02_2025.xlsx,18.6,72.6,1.15,254,0.232,10.8,1.18,NA,0
2025-02-15T06:00:00Z,15.02.25,06:00:00,OYA_1128 02_2025.xlsx,18.3,73.7,1.42,237,0.266,13.9,1.23,NA,0
2025-02-15T06:10:00Z,15.02.25,06:10:00,OYA_1128 02_2025.xlsx,18.2,75.5,1.68,229,0.125,8.75,1.31,NA,0
2025-02-15T06:20:00Z,15.02.25,06:20:00,OYA_1128 02_2025.xlsx,18.1,77,1.75,242,0.128,10.1,1.4,NA,0
2025-02-15T06:30:00Z,15.02.25,06:30:00,OYA_1128 02_2025.xlsx,17.9,78,1.36,261,0.185,13,1.49,NA,0
2025-02-15T06:40:00Z,15.02.25,06:40:00,OYA_1128 02_2025.xlsx,17.8,78.8,1.04,288,0.184,9.33,1.6,NA,0
2025-02-15T06:50:00Z,15.02.25,06:50:00,OYA_1128 02_2025.xlsx,17.7,79.2,0.591,267,0.136,11.9,1.7,NA,0
2025-02-15T07:00:00Z,15.02.25,07:00:00,OYA_1128 02_2025.xlsx,17.7,79.2,1.14,261,0.446,9.05,1.79,NA,0
2025-02-15T07:10:00Z,15.02.25,07:10:00,OYA_1128 02_2025.xlsx,17.4,79.8,1.7,266,0.174,6.91,1.84,NA,0
2025-02-15T07:20:00Z,15.02.25,07:20:00,OYA_1128 02_2025.xlsx,17.2,81.3,1.2,266,0.243,9.81,1.93,NA,0
2025-02-15T07:30:00Z,15.02.25,07:30:00,OYA_1128 02_2025.xlsx,17.2,81.7,1.02,240,0.272,12.6,2.05,NA,0
2025-02-15T07:40:00Z,15.02.25,07:40:00,OYA_1128 02_2025.xlsx,17.3,81.6,0.971,226,0.222,20.6,2.16,NA,0
2025-02-15T07:50:00Z,15.02.25,07:50:00,OYA_1128 02_2025.xlsx,17.3,81.7,0.409,202,0.101,23.1,2.25,NA,0
2025-02-15T08:00:00Z,15.02.25,08:00:00,OYA_1128 02_2025.xlsx,17.3,81.8,0.632,188,0.211,19.3,2.35,NA,0
2025-02-15T08:10:00Z,15.02.25,08:10:00,OYA_1128 02_2025.xlsx,17.3,81.7,0.562,205,0.153,25.1,2.43,NA,0
2025-02-15T08:20:00Z,15.02.25,08:20:00,OYA_1128 02_2025.xlsx,17.3,81.8,0.408,246,0.144,72.9,2.53,NA,0
2025-02-15T08:30:00Z,15.02.25,08:30:00,OYA_1128 02_2025.xlsx,17.3,81.9,0.685,255,0.152,10.4,2.65,NA,0
2025-02-15T08:40:00Z,15.02.25,08:40:00,OYA_1128 02_2025.xlsx,17.3,82.1,0.756,245,0.219,24.5,2.78,NA,0
2025-02-15T08:50:00Z,15.02.25,08:50:00,OYA_1128 02_2025.xlsx,17.3,82.2,0.895,287,0.175,13,2.88,NA,0
2025-02-15T09:00:00Z,15.02.25,09:00:00,OYA_1128 02_2025.xlsx,17.3,82.2,1.35,279,0.211,7.51,2.96,NA,0
2025-02-15T09:10:00Z,15.02.25,09:10:00,OYA_1128 02_2025.xlsx,17.3,82.3,1.45,280,0.111,7.07,3.01,NA,0
2025-02-15T09:20:00Z,15.02.25,09:20:00,OYA_1128 02_2025.xlsx,17.3,82.3,1.67,281,0.144,5.79,3.07,NA,0
2025-02-15T09:30:00Z,15.02.25,09:30:00,OYA_1128 02_2025.xlsx,17.2,82.4,1.39,284,0.136,6.33,3.15,NA,0
2025-02-15T09:40:00Z,15.02.25,09:40:00,OYA_1128 02_2025.xlsx,17.2,82.4,1.61,284,0.151,6.52,3.22,NA,0
2025-02-15T09:50:00Z,15.02.25,09:50:00,OYA_1128 02_2025.xlsx,17.2,82.6,1.3,294,0.138,7.66,3.25,NA,0
2025-02-15T10:00:00Z,15.02.25,10:00:00,OYA_1128 02_2025.xlsx,17.2,82.7,1.06,288,0.296,8.72,3.25,NA,0
2025-02-15T10:10:00Z,15.02.25,10:10:00,OYA_1128 02_2025.xlsx,17.2,82.7,0.538,262,0.119,13,3.25,NA,0
2025-02-15T10:20:00Z,15.02.25,10:20:00,OYA_1128 02_2025.xlsx,17.2,82.4,0.488,279,0.113,20.1,3.27,NA,0
2025-02-15T10:30:00Z,15.02.25,10:30:00,OYA_1128 02_2025.xlsx,17.2,82.3,0.342,40.4,0,0,3.25,NA,0
2025-02-15T10:40:00Z,15.02.25,10:40:00,OYA_1128 02_2025.xlsx,17.2,82.3,0.407,50.5,0.062,10.1,3.25,NA,0
2025-02-15T10:50:00Z,15.02.25,10:50:00,OYA_1128 02_2025.xlsx,17.2,82.2,0.501,51.9,0.085,13.6,3.22,NA,0
2025-02-15T11:00:00Z,15.02.25,11:00:00,OYA_1128 02_2025.xlsx,17.4,81.8,0.82,53.3,0.48,24.6,3.13,NA,0
2025-02-15T11:10:00Z,15.02.25,11:10:00,OYA_1128 02_2025.xlsx,17.6,80.4,1.81,78.2,0.6,8.66,2.93,NA,0
2025-02-15T11:20:00Z,15.02.25,11:20:00,OYA_1128 02_2025.xlsx,17.8,78.9,1.21,81.1,0.241,8.47,2.69,NA,0
2025-02-15T11:30:00Z,15.02.25,11:30:00,OYA_1128 02_2025.xlsx,17.9,77.6,1.51,80.5,0.263,8.78,2.44,NA,0
2025-02-15T11:40:00Z,15.02.25,11:40:00,OYA_1128 02_2025.xlsx,18.1,76.8,2.18,85.6,0.454,7.03,2.21,NA,0
2025-02-15T11:50:00Z,15.02.25,11:50:00,OYA_1128 02_2025.xlsx,18.2,76.3,2.56,73.7,0.295,9.1,1.98,NA,0
2025-02-15T12:00:00Z,15.02.25,12:00:00,OYA_1128 02_2025.xlsx,18.3,75.9,3.07,68.2,0.538,10.2,1.78,NA,0
2025-02-15T12:10:00Z,15.02.25,12:10:00,OYA_1128 02_2025.xlsx,18.4,75.6,3.32,49.9,0.409,9.49,1.58,NA,0
2025-02-15T12:20:00Z,15.02.25,12:20:00,OYA_1128 02_2025.xlsx,18.6,74.9,2.65,52.3,0.45,11.8,1.36,NA,0
2025-02-15T12:30:00Z,15.02.25,12:30:00,OYA_1128 02_2025.xlsx,18.9,73.4,3.07,64.4,0.526,14,1.07,NA,0
2025-02-15T12:40:00Z,15.02.25,12:40:00,OYA_1128 02_2025.xlsx,19.3,71.2,3.03,49.4,0.504,10.8,0.808,NA,0
2025-02-15T12:50:00Z,15.02.25,12:50:00,OYA_1128 02_2025.xlsx,19.8,68.7,3.42,49,0.528,12.6,0.628,NA,0
2025-02-15T13:00:00Z,15.02.25,13:00:00,OYA_1128 02_2025.xlsx,20,67.6,4.15,67.5,0.61,10.5,0.523,NA,0
2025-02-15T13:10:00Z,15.02.25,13:10:00,OYA_1128 02_2025.xlsx,20.1,68,4.58,75,0.538,7.31,0.486,NA,0
2025-02-15T13:20:00Z,15.02.25,13:20:00,OYA_1128 02_2025.xlsx,20.3,67.4,4.35,70.8,0.562,8.86,0.454,NA,0
2025-02-15T13:30:00Z,15.02.25,13:30:00,OYA_1128 02_2025.xlsx,20.6,66.6,3.74,61,0.594,13.3,0.402,NA,0
2025-02-15T13:40:00Z,15.02.25,13:40:00,OYA_1128 02_2025.xlsx,21.2,65.3,3.93,51.9,0.716,14.1,0.309,NA,0
2025-02-15T13:50:00Z,15.02.25,13:50:00,OYA_1128 02_2025.xlsx,21.6,63.9,3.67,56.8,0.697,16.6,0.134,NA,0
2025-02-15T14:00:00Z,15.02.25,14:00:00,OYA_1128 02_2025.xlsx,21.9,63,3.31,53.4,0.79,13.2,0.005,NA,0
2025-02-15T14:10:00Z,15.02.25,14:10:00,OYA_1128 02_2025.xlsx,22.3,62.2,2.83,51.5,0.656,22.4,0,NA,0
2025-02-15T14:20:00Z,15.02.25,14:20:00,OYA_1128 02_2025.xlsx,23.1,59.2,2.03,52,0.929,32.9,0,NA,0
2025-02-15T14:30:00Z,15.02.25,14:30:00,OYA_1128 02_2025.xlsx,24.5,54.6,2.43,33.1,1.01,34.4,0,NA,0
2025-02-15T14:40:00Z,15.02.25,14:40:00,OYA_1128 02_2025.xlsx,24.2,55.2,2.16,343,0.842,28.1,0,NA,0
2025-02-15T14:50:00Z,15.02.25,14:50:00,OYA_1128 02_2025.xlsx,23.3,58.1,2.69,243,0.926,39.6,0,NA,0
2025-02-15T15:00:00Z,15.02.25,15:00:00,OYA_1128 02_2025.xlsx,21.8,63.7,3.32,211,0.762,15,0,NA,0
2025-02-15T15:10:00Z,15.02.25,15:10:00,OYA_1128 02_2025.xlsx,21.5,65,3.12,214,0.847,19.9,0,NA,0
2025-02-15T15:20:00Z,15.02.25,15:20:00,OYA_1128 02_2025.xlsx,21.3,66,2.69,239,0.841,17.4,0,NA,0
2025-02-15T15:30:00Z,15.02.25,15:30:00,OYA_1128 02_2025.xlsx,21.3,66.5,2.53,219,0.652,31.3,0,NA,0
2025-02-15T15:40:00Z,15.02.25,15:40:00,OYA_1128 02_2025.xlsx,21.1,67.4,2.98,215,0.785,20.8,0,NA,0
2025-02-15T15:50:00Z,15.02.25,15:50:00,OYA_1128 02_2025.xlsx,21.8,65.3,3.12,223,0.829,24.6,0,NA,0
2025-02-15T16:00:00Z,15.02.25,16:00:00,OYA_1128 02_2025.xlsx,22,64.2,3.36,248,0.734,15,0,NA,0
2025-02-15T16:10:00Z,15.02.25,16:10:00,OYA_1128 02_2025.xlsx,21.6,65.4,3.76,250,1.04,16.8,0,NA,0
2025-02-15T16:20:00Z,15.02.25,16:20:00,OYA_1128 02_2025.xlsx,21.7,65.5,3.99,244,0.838,15.5,0,NA,0
2025-02-15T16:30:00Z,15.02.25,16:30:00,OYA_1128 02_2025.xlsx,21.9,64.6,3.54,242,1.13,18.9,0,NA,0
2025-02-15T16:40:00Z,15.02.25,16:40:00,OYA_1128 02_2025.xlsx,21.9,64.6,4.37,256,0.889,16.6,0,NA,0
2025-02-15T16:50:00Z,15.02.25,16:50:00,OYA_1128 02_2025.xlsx,21.8,65,5.02,254,1.11,19.4,0,NA,0
2025-02-15T17:00:00Z,15.02.25,17:00:00,OYA_1128 02_2025.xlsx,21.7,65.3,4.28,250,0.989,23.3,0,NA,0
2025-02-15T17:10:00Z,15.02.25,17:10:00,OYA_1128 02_2025.xlsx,21.7,65.3,4.91,258,1.06,17.7,0,NA,0
2025-02-15T17:20:00Z,15.02.25,17:20:00,OYA_1128 02_2025.xlsx,21.7,64.9,5.15,264,1.03,19.4,0.019,NA,0
2025-02-15T17:30:00Z,15.02.25,17:30:00,OYA_1128 02_2025.xlsx,21.8,64.5,4.94,261,1.06,21.8,0.042,NA,0
2025-02-15T17:40:00Z,15.02.25,17:40:00,OYA_1128 02_2025.xlsx,21.6,65.3,4.7,251,1.03,19.4,0.062,NA,0
2025-02-15T17:50:00Z,15.02.25,17:50:00,OYA_1128 02_2025.xlsx,21.6,64.7,4.83,227,1.16,15.8,0.044,NA,0
2025-02-15T18:00:00Z,15.02.25,18:00:00,OYA_1128 02_2025.xlsx,21.6,64.6,4.89,236,1.06,17.1,0.036,NA,0
2025-02-15T18:10:00Z,15.02.25,18:10:00,OYA_1128 02_2025.xlsx,21.3,65.8,4.4,248,1.24,18.3,0.042,NA,0
2025-02-15T18:20:00Z,15.02.25,18:20:00,OYA_1128 02_2025.xlsx,21.5,64.8,4.75,247,1.04,17.5,0.06,NA,0
2025-02-15T18:30:00Z,15.02.25,18:30:00,OYA_1128 02_2025.xlsx,21.7,64.4,5.37,250,1.11,19,0.06,NA,0
2025-02-15T18:40:00Z,15.02.25,18:40:00,OYA_1128 02_2025.xlsx,21.9,64.6,5.47,260,1.13,15,0.06,NA,0
2025-02-15T18:50:00Z,15.02.25,18:50:00,OYA_1128 02_2025.xlsx,22.1,63.9,5.69,251,1.05,16.2,0.06,NA,0
2025-02-15T19:00:00Z,15.02.25,19:00:00,OYA_1128 02_2025.xlsx,22.2,63.8,5.58,258,1.02,18.1,0.047,NA,0
2025-02-15T19:10:00Z,15.02.25,19:10:00,OYA_1128 02_2025.xlsx,22,64.1,6.08,257,1.32,18.4,0.048,NA,0
2025-02-15T19:20:00Z,15.02.25,19:20:00,OYA_1128 02_2025.xlsx,21.7,65.5,5.82,256,0.953,18.5,0.06,NA,0
2025-02-15T19:30:00Z,15.02.25,19:30:00,OYA_1128 02_2025.xlsx,21.8,65,5.94,265,1.16,20.3,0.074,NA,0
2025-02-15T19:40:00Z,15.02.25,19:40:00,OYA_1128 02_2025.xlsx,21.8,65,5.81,259,0.782,21.5,0.064,NA,0
2025-02-15T19:50:00Z,15.02.25,19:50:00,OYA_1128 02_2025.xlsx,21.8,64.9,5.05,252,1.03,16.1,0.059,NA,0
2025-02-15T20:00:00Z,15.02.25,20:00:00,OYA_1128 02_2025.xlsx,21.9,64.7,5.72,262,1.04,18.3,0.03,NA,0
2025-02-15T20:10:00Z,15.02.25,20:10:00,OYA_1128 02_2025.xlsx,21.9,64.9,6.25,273,0.931,10.2,0.04,NA,0
2025-02-15T20:20:00Z,15.02.25,20:20:00,OYA_1128 02_2025.xlsx,21.6,65.9,6,264,0.922,14.9,0.073,NA,0
2025-02-15T20:30:00Z,15.02.25,20:30:00,OYA_1128 02_2025.xlsx,21.8,64.8,6.03,264,0.865,15,0.072,NA,0
2025-02-15T20:40:00Z,15.02.25,20:40:00,OYA_1128 02_2025.xlsx,21.5,66,6.32,265,0.988,13.6,0.088,NA,0
2025-02-15T20:50:00Z,15.02.25,20:50:00,OYA_1128 02_2025.xlsx,21.7,64.8,6,269,0.815,14.7,0.1,NA,0
2025-02-15T21:00:00Z,15.02.25,21:00:00,OYA_1128 02_2025.xlsx,21.6,64.9,6.11,277,0.918,13.1,0.087,NA,0
2025-02-15T21:10:00Z,15.02.25,21:10:00,OYA_1128 02_2025.xlsx,21.4,65.8,5.84,262,0.856,17.1,0.106,NA,0
2025-02-15T21:20:00Z,15.02.25,21:20:00,OYA_1128 02_2025.xlsx,21,67,5.89,269,0.775,15.6,0.162,NA,0
2025-02-15T21:30:00Z,15.02.25,21:30:00,OYA_1128 02_2025.xlsx,20.5,69.1,6.11,270,0.827,11.5,0.283,NA,0
2025-02-15T21:40:00Z,15.02.25,21:40:00,OYA_1128 02_2025.xlsx,20,71,5.7,256,0.697,15.6,0.401,NA,0
2025-02-15T21:50:00Z,15.02.25,21:50:00,OYA_1128 02_2025.xlsx,19.6,72.4,5.2,252,0.528,14.9,0.486,NA,0
2025-02-15T22:00:00Z,15.02.25,22:00:00,OYA_1128 02_2025.xlsx,18.8,75.6,5.08,233,0.594,10.2,0.575,NA,0
2025-02-15T22:10:00Z,15.02.25,22:10:00,OYA_1128 02_2025.xlsx,18.5,77.5,4.8,237,0.648,13.4,0.661,NA,0
2025-02-15T22:20:00Z,15.02.25,22:20:00,OYA_1128 02_2025.xlsx,18.3,78.6,4.53,260,0.704,14.1,0.721,NA,0
2025-02-15T22:30:00Z,15.02.25,22:30:00,OYA_1128 02_2025.xlsx,18.1,79.1,4.17,234,0.747,17.2,0.782,NA,0
2025-02-15T22:40:00Z,15.02.25,22:40:00,OYA_1128 02_2025.xlsx,17.7,80.9,3.84,225,0.54,12.5,0.862,NA,0
2025-02-15T22:50:00Z,15.02.25,22:50:00,OYA_1128 02_2025.xlsx,17.6,81.1,3.8,239,0.457,13.1,0.937,NA,0
2025-02-15T23:00:00Z,15.02.25,23:00:00,OYA_1128 02_2025.xlsx,17.1,83,3.97,234,0.543,10.4,1.05,NA,0
2025-02-15T23:10:00Z,15.02.25,23:10:00,OYA_1128 02_2025.xlsx,17,84,3.6,228,0.461,9.97,1.18,NA,0
2025-02-15T23:20:00Z,15.02.25,23:20:00,OYA_1128 02_2025.xlsx,16.9,84.8,3.18,242,0.415,13.7,1.3,NA,0
2025-02-15T23:30:00Z,15.02.25,23:30:00,OYA_1128 02_2025.xlsx,16.8,84.8,3.56,226,0.429,9.34,1.42,NA,0
2025-02-15T23:40:00Z,15.02.25,23:40:00,OYA_1128 02_2025.xlsx,16.7,85.3,3.09,227,0.368,8.99,1.56,NA,0
2025-02-15T23:50:00Z,15.02.25,23:50:00,OYA_1128 02_2025.xlsx,16.6,85.9,2.72,226,0.398,11.6,1.7,NA,0
2025-02-16T00:00:00Z,16.02.25,00:00:00,OYA_1128 02_2025.xlsx,16.5,86.3,1.43,209,0.544,15.2,1.85,NA,0
2025-02-16T00:10:00Z,16.02.25,00:10:00,OYA_1128 02_2025.xlsx,16.5,86.8,0.927,222,0.189,16.5,2.01,NA,0
2025-02-16T00:20:00Z,16.02.25,00:20:00,OYA_1128 02_2025.xlsx,16.5,86.7,1.4,223,0.321,13.8,2.16,NA,0
2025-02-16T00:30:00Z,16.02.25,00:30:00,OYA_1128 02_2025.xlsx,16.5,86.9,1.66,207,0.285,13.7,2.32,NA,0
2025-02-16T00:40:00Z,16.02.25,00:40:00,OYA_1128 02_2025.xlsx,16.5,87.2,1.35,199,0.272,20,2.49,NA,0
2025-02-16T00:50:00Z,16.02.25,00:50:00,OYA_1128 02_2025.xlsx,16.5,87.9,1.53,193,0.358,10.4,2.69,NA,0
2025-02-16T01:00:00Z,16.02.25,01:00:00,OYA_1128 02_2025.xlsx,16.5,88.5,1.33,224,0.284,17,2.9,NA,0
2025-02-16T01:10:00Z,16.02.25,01:10:00,OYA_1128 02_2025.xlsx,16.5,88.7,0.738,242,0.194,22,3.06,NA,0
2025-02-16T01:20:00Z,16.02.25,01:20:00,OYA_1128 02_2025.xlsx,16.6,88.9,0.802,218,0.212,18.2,3.24,NA,0
2025-02-16T01:30:00Z,16.02.25,01:30:00,OYA_1128 02_2025.xlsx,16.7,89,0.467,162,0.194,59.5,3.33,NA,0
2025-02-16T01:40:00Z,16.02.25,01:40:00,OYA_1128 02_2025.xlsx,16.8,88.9,0.46,191,0.151,24.2,3.42,NA,0
2025-02-16T01:50:00Z,16.02.25,01:50:00,OYA_1128 02_2025.xlsx,16.8,88.8,0.502,241,0.155,45.5,3.52,NA,0
2025-02-16T02:00:00Z,16.02.25,02:00:00,OYA_1128 02_2025.xlsx,16.9,88.7,0.913,241,0.259,16.6,3.58,NA,0
2025-02-16T02:10:00Z,16.02.25,02:10:00,OYA_1128 02_2025.xlsx,16.9,88.3,0.854,221,0.164,17.1,3.58,NA,0
2025-02-16T02:20:00Z,16.02.25,02:20:00,OYA_1128 02_2025.xlsx,17,87.8,1.02,237,0.305,21.2,3.54,NA,0
2025-02-16T02:30:00Z,16.02.25,02:30:00,OYA_1128 02_2025.xlsx,17,87.4,0.876,224,0.33,17.8,3.58,NA,0
2025-02-16T02:40:00Z,16.02.25,02:40:00,OYA_1128 02_2025.xlsx,16.9,87.3,1.06,221,0.394,13.3,3.68,NA,0
2025-02-16T02:50:00Z,16.02.25,02:50:00,OYA_1128 02_2025.xlsx,16.9,87.4,0.957,229,0.328,17.2,3.81,NA,0
2025-02-16T03:00:00Z,16.02.25,03:00:00,OYA_1128 02_2025.xlsx,16.8,87.2,1.4,236,0.272,11.7,3.9,NA,0
2025-02-16T03:10:00Z,16.02.25,03:10:00,OYA_1128 02_2025.xlsx,16.6,87.1,0.689,240,0.21,16.6,3.99,NA,0
2025-02-16T03:20:00Z,16.02.25,03:20:00,OYA_1128 02_2025.xlsx,16.5,87.2,1.67,253,0.383,8.4,4.19,NA,0
2025-02-16T03:30:00Z,16.02.25,03:30:00,OYA_1128 02_2025.xlsx,16.4,87.5,1.5,266,0.228,20.7,4.41,NA,0
2025-02-16T03:40:00Z,16.02.25,03:40:00,OYA_1128 02_2025.xlsx,16.2,87.8,1.55,278,0.209,9.98,4.82,NA,0
2025-02-16T03:50:00Z,16.02.25,03:50:00,OYA_1128 02_2025.xlsx,16,88.3,1.73,259,0.258,8.84,5.41,NA,0
2025-02-16T04:00:00Z,16.02.25,04:00:00,OYA_1128 02_2025.xlsx,15.9,88.9,1.05,229,0.222,13.1,6.28,NA,0
2025-02-16T04:10:00Z,16.02.25,04:10:00,OYA_1128 02_2025.xlsx,15.7,89.4,0.794,204,0.178,19.9,7.43,NA,0
2025-02-16T04:20:00Z,16.02.25,04:20:00,OYA_1128 02_2025.xlsx,15.7,89.9,0.425,220,0.089,12.8,8.38,NA,0
2025-02-16T04:30:00Z,16.02.25,04:30:00,OYA_1128 02_2025.xlsx,15.7,90.2,0.417,294,0.178,69.9,9.04,NA,0
2025-02-16T04:40:00Z,16.02.25,04:40:00,OYA_1128 02_2025.xlsx,15.7,90.4,0.935,46.7,0.197,10.1,9.54,NA,0
2025-02-16T04:50:00Z,16.02.25,04:50:00,OYA_1128 02_2025.xlsx,15.7,90.5,0.536,339,0.186,23.7,9.83,NA,0
2025-02-16T05:00:00Z,16.02.25,05:00:00,OYA_1128 02_2025.xlsx,15.8,90.4,0.647,1.58,0.27,23.2,9.99,NA,0
2025-02-16T05:10:00Z,16.02.25,05:10:00,OYA_1128 02_2025.xlsx,16,90.6,0.826,46.7,0.25,15.1,10.2,NA,0
2025-02-16T05:20:00Z,16.02.25,05:20:00,OYA_1128 02_2025.xlsx,16.5,89.3,1.36,24.1,0.52,22.3,10.4,NA,0
